Price,Close,High,Low,Open,Volume
2019-03-14,4710.0166015625,4722.908982771157,4684.231839145187,4684.231839145187,41096000
2019-03-15,4761.58544921875,4765.882909010464,4714.3133915099,4744.395610051895,41759500
2019-03-18,4770.18017578125,4778.775095016892,4757.287796927788,4774.477635399071,42791000
2019-03-19,4718.611328125,4765.883390610769,4714.313867899021,4761.58593038479,51527000
2019-03-20,4701.42138671875,4774.4782089986575,4697.123926584638,4761.585828596321,42388500
2019-03-21,4705.71875,4744.395890410959,4697.123829908675,4718.6111301369865,39866000
2019-03-22,4714.31396484375,4727.206345786805,4697.124123586344,4697.124123586344,29601000
2019-03-25,4688.5283203125,4727.205455860449,4675.635941796517,4675.635941796517,23054500
2019-03-26,4701.42138671875,4735.801067791648,4688.529006316414,4710.016306986975,19895500
2019-03-27,4714.31396484375,4735.8012664155085,4692.826663271992,4735.8012664155085,17804500
2019-03-28,4701.42138671875,4714.313767121087,4662.744245511741,4692.826466450526,32187500
2019-03-29,4735.80078125,4752.99062074637,4692.826182509075,4740.098241124093,36234000
2019-04-01,4727.20556640625,4770.180162464489,4710.015727982955,4770.180162464489,21786000
2019-04-02,4727.20556640625,4787.370000887784,4710.015727982955,4752.990324041193,36853000
2019-04-03,4727.20556640625,4727.20556640625,4727.20556640625,4727.20556640625,0
2019-04-04,4761.58544921875,4778.775288385605,4718.610851301613,4761.58544921875,48112000
2019-04-05,4752.99072265625,4778.775482453662,4748.693262690014,4778.775482453662,21913500
2019-04-08,4710.0166015625,4761.5861263971265,4684.231839145187,4731.503903576928,39910000
2019-04-09,4757.2890625,4770.181444783198,4740.099219455736,4757.2890625,29447000
2019-04-10,4748.69384765625,4774.478610629949,4740.098926665017,4770.181150134333,19508500
2019-04-11,4710.0166015625,4778.775968008668,4710.0166015625,4778.775968008668,25356000
2019-04-12,4727.20556640625,4735.800485617898,4692.825889559659,4692.825889559659,18577000
2019-04-15,4731.50341796875,4787.3703974724685,4718.611038083277,4778.775477548819,68152000
2019-04-16,4722.908203125,4731.503122511943,4705.718364351114,4722.908203125,71017000
2019-04-17,4722.908203125,4722.908203125,4722.908203125,4722.908203125,0
2019-04-18,4834.64208984375,4989.35063671875,4795.964953125,4813.154791666667,129332500
2019-04-19,4834.64208984375,4834.64208984375,4834.64208984375,4834.64208984375,0
2019-04-22,4834.64208984375,4881.914145833333,4800.262412760417,4834.64208984375,62837500
2019-04-23,4838.9404296875,4907.699796361568,4808.858206767595,4881.915033858792,48654000
2019-04-24,4883.17529296875,4891.848783720027,4857.154820714921,4891.848783720027,46975000
2019-04-25,4852.818359375,4874.502087522342,4792.103920562445,4800.777411821381,61482500
2019-04-26,4874.50048828125,4896.18420931453,4831.133046214691,4844.143278834658,66204500
2019-04-29,4930.87939453125,4939.5528851109,4852.817979314396,4865.828215183872,65480500
2019-04-30,4987.25634765625,4995.929836956522,4917.868433254076,4917.868433254076,107607500
2019-05-01,4987.25634765625,4987.25634765625,4987.25634765625,4987.25634765625,0
2019-05-02,4930.87939453125,5039.29802677688,4922.2059039516,5030.62453619723,80879500
2019-05-03,4922.205078125,4987.256246558371,4870.164143378304,4926.541822687225,58244500
2019-05-06,4874.50048828125,4909.194441934497,4852.81676724797,4857.153511454627,36649500
2019-05-07,4909.19580078125,4952.563254851755,4900.522309967148,4922.206037002402,59177000
2019-05-08,4943.88916015625,4943.88916015625,4852.817517732319,4857.154262609649,59062000
2019-05-09,4883.17529296875,4943.889728227687,4878.838547593112,4943.889728227687,126636500
2019-05-10,4865.82763671875,4926.542063558378,4857.154147170231,4865.82763671875,76130500
2019-05-13,4865.82763671875,4939.552297881155,4857.154147170231,4926.542063558378,63720500
2019-05-14,4766.08203125,4883.174128469063,4766.08203125,4822.4597076888085,114800500
2019-05-15,4735.7255859375,4818.123741736778,4722.715350811298,4818.123741736778,72065000
2019-05-16,4579.6025390625,4753.072332208807,4579.6025390625,4735.7253528941765,87939000
2019-05-17,4492.86767578125,4605.62304216186,4492.86767578125,4579.602572997104,74207000
2019-05-20,4666.3369140625,4675.0104027503485,4458.173185554136,4492.86714030553,54764500
2019-05-21,4735.7255859375,4766.082801231971,4683.684645432692,4744.399076021635,97371000
2019-05-22,4735.7255859375,4796.440016526442,4683.684645432692,4796.440016526442,38519000
2019-05-23,4861.49072265625,4861.49072265625,4631.643257624331,4718.378150089206,54926000
2019-05-24,4865.82763671875,4883.174615815787,4861.490891944491,4865.82763671875,37402000
2019-05-27,4930.87939453125,4943.889630400726,4796.440290546669,4800.777035836494,68564000
2019-05-28,4974.24609375,5004.603306179163,4904.858179626199,4904.858179626199,209923000
2019-05-29,4978.5830078125,5113.022096002559,4969.909518251851,5030.623945176394,133044500
2019-05-30,4978.5830078125,4978.5830078125,4978.5830078125,4978.5830078125,0
2019-05-31,5047.97119140625,5091.338641504241,4974.246526239664,4978.583271249463,96875000
2019-06-03,5047.97119140625,5047.97119140625,5047.97119140625,5047.97119140625,0
2019-06-04,5047.97119140625,5047.97119140625,5047.97119140625,5047.97119140625,0
2019-06-05,5047.97119140625,5047.97119140625,5047.97119140625,5047.97119140625,0
2019-06-06,5047.97119140625,5047.97119140625,5047.97119140625,5047.97119140625,0
2019-06-07,5047.97119140625,5047.97119140625,5047.97119140625,5047.97119140625,0
2019-06-10,5100.01123046875,5368.889373571695,5039.296811058408,5204.093092315051,179238000
2019-06-11,5126.03125,5169.398688663282,5069.653579737733,5117.357762267343,72901000
2019-06-12,5069.654296875,5117.358486152694,5047.970574476048,5065.3175523952095,69255500
2019-06-13,5034.9609375,5104.348857396641,5021.95070251938,5104.348857396641,78802500
2019-06-14,5030.6240234375,5069.654727067618,5021.950533741918,5069.654727067618,57220500
2019-06-17,5026.28857421875,5065.319287909836,5021.951828253074,5039.298812115779,83624000
2019-06-18,5117.359375,5117.359375,5026.287725105933,5026.287725105933,78788000
2019-06-19,5152.05322265625,5169.400203203914,5108.68577128709,5117.359261560921,66944500
2019-06-20,5126.03125,5152.05171319797,5034.959628807106,5117.357762267343,59504500
2019-06-21,5100.01123046875,5147.715417148304,5065.317276519983,5126.031695930325,144149000
2019-06-24,5095.67578125,5117.359507978724,5087.002290558511,5113.022762632979,30084000
2019-06-25,5126.03125,5169.398688663282,5095.674042935702,5143.378225465312,40561500
2019-06-26,5087.001953125,5152.053128996164,5082.665208066923,5152.053128996164,59334500
2019-06-27,5147.7158203125,5147.7158203125,5034.9604611481145,5073.991162397325,77525000
2019-06-28,5199.7578125,5199.7578125,5169.400594245205,5186.747576105088,80919000
2019-07-01,5195.42041015625,5225.7776245728555,5173.73668557296,5199.757155072908,56612500
2019-07-02,5204.0927734375,5204.0927734375,5160.725333658854,5195.419285481771,48563500
2019-07-03,5204.0927734375,5204.0927734375,5152.051845703125,5160.725333658854,43640000
2019-07-04,5195.42041015625,5212.767389822881,5173.73668557296,5204.093899989565,28224500
2019-07-05,5178.07373046875,5221.441182147718,5178.07373046875,5221.441182147718,32722500
2019-07-08,5100.01123046875,5169.399138366284,5087.000997737962,5147.715417148304,38361000
2019-07-09,5204.0927734375,5204.0927734375,5091.337430013021,5091.337430013021,47740500
2019-07-10,5204.0927734375,5238.7867252604165,5199.756029459635,5204.0927734375,52183500
2019-07-11,5225.77783203125,5225.77783203125,5186.747126231846,5221.441086942427,34279500
2019-07-12,5212.7666015625,5230.113578605969,5199.756368779898,5204.093113040765,29838000
2019-07-15,5295.1650390625,5303.838528069974,5234.450616010186,5256.13433852887,61453500
2019-07-16,5277.818359375,5295.165338370481,5264.808125128389,5273.48161462613,38075000
2019-07-17,5334.1953125,5334.1953125,5243.123685213414,5273.480894308943,45487000
2019-07-18,5329.859375,5351.54309906428,5251.797968368593,5290.828671684296,43625500
2019-07-19,5377.5634765625,5386.236966040827,5334.1960291708665,5373.226731823336,43973500
2019-07-22,5455.625,5455.625,5377.563593004769,5429.60453100159,37314500
2019-07-23,5407.9208984375,5455.625092409282,5381.900428998346,5412.257643344025,39129500
2019-07-24,5420.93115234375,5433.941387109375,5347.2064886718745,5429.6046421875,51343500
2019-07-25,5420.93115234375,5442.614876953125,5377.563703125,5438.27813203125,53477500
2019-07-26,5373.22705078125,5420.931245743795,5368.890305784655,5420.931245743795,51797500
2019-07-29,5368.89013671875,5403.584095599,5342.869667558562,5394.9106058789375,68509500
2019-07-30,5394.91064453125,5420.931113877864,5368.890175184636,5381.9004098579435,38225500
2019-07-31,5368.89013671875,5412.257585319063,5360.216646998687,5368.89013671875,64129000
2019-08-01,5386.23681640625,5438.277751830466,5364.5530933128275,5368.8898379315115,78228000
2019-08-02,5347.20556640625,5381.899519797369,5342.86882223236,5342.86882223236,62989500
2019-08-05,5204.0927734375,5390.572764485677,5204.0927734375,5390.572764485677,90924000
2019-08-06,5100.01123046875,5165.062394122688,5000.266112866045,5100.01123046875,183296000
2019-08-07,5212.7666015625,5247.460555649439,5121.694972084287,5182.409391736429,92102000
2019-08-08,5208.4296875,5273.480849292257,5186.745966902581,5212.766431619484,58295500
2019-08-09,5260.4716796875,5308.175874639324,5251.798189696259,5251.798189696259,48118500
2019-08-12,5238.78857421875,5273.482538286424,5204.094610151076,5264.809047269505,52705000
2019-08-13,5217.10400390625,5238.787727945761,5204.093769482543,5204.093769482543,84406000
2019-08-14,5212.7666015625,5256.134044171173,5186.746135997296,5238.787067127704,81942000
2019-08-15,5204.0927734375,5204.0927734375,5082.663942057292,5134.704869791667,52561500
2019-08-16,5169.39990234375,5238.787820496015,5169.39990234375,5238.787820496015,49821500
2019-08-19,5217.10400390625,5230.114238329957,5173.736555827229,5230.114238329957,30619000
2019-08-20,5191.08349609375,5234.450943847248,5191.08349609375,5234.450943847248,58393500
2019-08-21,5182.40966796875,5208.4301349208945,5182.40966796875,5204.09339042887,55927500
2019-08-22,5204.0927734375,5204.0927734375,5134.704869791667,5139.041613769531,65888000
2019-08-23,5199.7578125,5199.7578125,5121.696394130526,5134.706630525438,33083500
2019-08-26,5195.42041015625,5204.093899989565,5082.665042323142,5152.05296098967,41388500
2019-08-27,5208.4296875,5238.786896336386,5160.725502185679,5238.786896336386,123780000
2019-08-28,5199.7578125,5221.441539824855,5191.084321570059,5204.0945579649715,55688000
2019-08-29,5208.4296875,5225.776663977935,5191.082711022065,5195.4194551415485,51525500
2019-08-30,5290.82958984375,5290.82958984375,5208.431424100281,5273.482607581967,73650000
2019-09-02,5204.0927734375,5290.827652994792,5204.0927734375,5290.827652994792,42429000
2019-09-03,5251.7978515625,5251.7978515625,5204.093659682081,5204.093659682081,42743500
2019-09-04,5221.44189453125,5256.135860607869,5208.431657252518,5256.135860607869,41979000
2019-09-05,5238.78857421875,5277.819283794883,5217.104846676453,5277.819283794883,53650500
2019-09-06,5225.77783203125,5256.135047653008,5225.77783203125,5256.135047653008,54349000
2019-09-09,5234.45068359375,5251.797661832668,5186.7464934367235,5247.460917272939,25912000
2019-09-10,5251.7978515625,5251.7978515625,5191.0834255328755,5221.440638547688,40291000
2019-09-11,5290.82958984375,5290.82958984375,5212.768169665727,5247.462134189293,45243500
2019-09-12,5221.44189453125,5295.166572444066,5212.7684030120945,5290.829826684489,40034000
2019-09-13,5230.11376953125,5282.154702561412,5212.766791854529,5273.481213723051,28419500
2019-09-16,5208.4296875,5217.103175738967,5191.082711022065,5204.092943380516,77289000
2019-09-17,5230.11376953125,5234.45051395043,5191.083069758629,5195.419814177809,92037500
2019-09-18,5238.78857421875,5238.78857421875,5195.421119134157,5195.421119134157,28667000
2019-09-19,5230.11376953125,5243.12400278879,5204.093303016169,5217.103536273709,61988500
2019-09-20,5195.42041015625,5247.461349156145,5195.42041015625,5247.461349156145,133433000
2019-09-23,5225.77783203125,5230.114577120073,5204.094106587137,5230.114577120073,47231500
2019-09-24,5156.38916015625,5204.093349190496,5152.052415698591,5186.746371359861,79718500
2019-09-25,5147.7158203125,5147.7158203125,5013.276738231887,5117.358608229781,88620000
2019-09-26,5256.13427734375,5256.13427734375,5178.072877185179,5204.093343904703,109859000
2019-09-27,5264.80859375,5269.145338884885,5204.094161861614,5208.430906996499,48010000
2019-09-30,5264.80859375,5264.80859375,5208.430906996499,5264.80859375,73391000
2019-10-01,5238.78857421875,5260.472301761046,5212.768101167994,5212.768101167994,40057000
2019-10-02,5247.46142578125,5264.808405701188,5212.767465941374,5212.767465941374,52376500
2019-10-03,5238.78857421875,5243.125319727209,5160.727155066484,5212.768101167994,50269000
2019-10-04,5243.12451171875,5260.471491079275,5186.746828797043,5186.746828797043,56890500
2019-10-07,5264.80859375,5273.482084019769,5247.461613210461,5264.80859375,56705500
2019-10-08,5290.82958984375,5290.82958984375,5217.1049152311725,5273.482607581967,46997500
2019-10-09,5264.80859375,5290.829064559308,5247.461613210461,5290.829064559308,41496500
2019-10-10,5299.501953125,5299.501953125,5221.440549560147,5221.440549560147,65806500
2019-10-11,5312.5126953125,5338.533165656888,5273.481989795919,5273.481989795919,40863500
2019-10-14,5377.5634765625,5377.5634765625,5316.849050214213,5316.849050214213,37514500
2019-10-15,5355.88037109375,5368.890606813006,5329.859899655238,5368.890606813006,40935000
2019-10-16,5390.5732421875,5390.5732421875,5355.879287290075,5377.563009100965,65776500
2019-10-17,5303.83984375,5386.238009760834,5295.166352590964,5364.554281863246,45666500
2019-10-18,5342.86962890625,5351.543118563565,5325.5226495916195,5342.86962890625,41008500
2019-10-21,5394.91064453125,5425.267858768966,5364.553430293534,5377.56366496684,59971500
2019-10-22,5464.29833984375,5464.29833984375,5399.247169131325,5438.27787155878,67259500
2019-10-23,5442.61474609375,5468.635214999377,5429.604511640936,5464.298470181772,62219000
2019-10-24,5464.29833984375,5481.645318700397,5438.27787155878,5455.624850415427,73101000
2019-10-25,5377.5634765625,5485.982095041582,5355.879752866683,5481.6453503024195,61929500
2019-10-28,5381.900390625,5420.931094505439,5377.563645749396,5377.563645749396,43249500
2019-10-29,5394.91064453125,5412.25762409566,5334.196216055818,5381.9004098579435,79861500
2019-10-30,5433.94140625,5451.288385998603,5377.56372206704,5446.951641061452,60738000
2019-10-31,5455.625,5464.298489666136,5420.931041335452,5438.278020667726,58420500
2019-11-01,5485.982421875,5485.982421875,5442.614971899703,5464.298696887351,42080500
2019-11-04,5442.61474609375,5533.686387263446,5429.604511640936,5507.665918357819,43794500
2019-11-05,5516.33984375,5516.33984375,5438.278430866745,5507.666353429639,66161500
2019-11-06,5459.96240234375,5533.687073384134,5459.96240234375,5533.687073384134,63393000
2019-11-07,5451.28759765625,5494.655040756141,5420.930387486326,5494.655040756141,61972000
2019-11-08,5446.95166015625,5477.308874822726,5420.931190442127,5477.308874822726,90040500
2019-11-11,5459.96240234375,5498.993110541601,5433.9419302118495,5494.656365186283,70207000
2019-11-12,5433.94140625,5446.951641061452,5394.910701815643,5394.910701815643,47635500
2019-11-13,5446.95166015625,5451.288405108604,5433.941425299189,5433.941425299189,40083500
2019-11-14,5438.27734375,5446.9508323365235,5386.236412230861,5433.940599456739,37862000
2019-11-15,5442.61474609375,5455.624980546563,5425.267766823331,5446.951490911354,47138000
2019-11-18,5446.95166015625,5451.288405108604,5386.237230823298,5416.594445489774,65599000
2019-11-19,5477.30810546875,5507.66531587119,5464.297872439133,5490.318338498367,60115000
2019-11-20,5507.66650390625,5507.66650390625,5425.268343611589,5425.268343611589,43229500
2019-11-21,5464.29833984375,5507.665786985367,5464.29833984375,5507.665786985367,57523500
2019-11-22,5468.63525390625,5472.971998754709,5438.27803996704,5446.951529663957,56035000
2019-11-25,5442.61474609375,5494.6556839050045,5442.61474609375,5490.3189390874,55133500
2019-11-26,5451.28759765625,5490.318296446151,5438.277364726283,5490.318296446151,192783500
2019-11-27,5464.29833984375,5464.29833984375,5412.25740327381,5438.27787155878,58833500
2019-11-28,5420.93115234375,5459.961856640625,5416.594407421875,5459.961856640625,44248000
2019-11-29,5446.95166015625,5459.961895013311,5399.247465680359,5403.584210632713,52954500
2019-12-02,5572.71728515625,5572.71728515625,5438.278191117462,5446.951681055448,49909000
2019-12-03,5529.35009765625,5568.380804227942,5503.329626608456,5568.380804227942,42823000
2019-12-04,5520.67529296875,5551.032501963865,5512.001804684432,5516.338548826591,37552000
2019-12-05,5498.99267578125,5538.023380893262,5490.319185756359,5516.339655831033,54168000
2019-12-06,5564.24951171875,5564.24951171875,5498.992480697811,5516.3943556367285,69920500
2019-12-09,5564.24951171875,5564.24951171875,5533.7962305756455,5542.4971680451035,51667500
2019-12-10,5538.14599609375,5568.599273369992,5533.795527911429,5564.248805187672,57654000
2019-12-11,5551.19873046875,5555.549199693255,5525.0959151217185,5538.147322795235,48469000
2019-12-12,5516.39501953125,5572.9511198892205,5516.39501953125,5568.600650630915,79198500
2019-12-13,5533.79638671875,5586.0020130085495,5525.095449003783,5564.249668721133,70822500
2019-12-16,5533.79638671875,5564.249668721133,5516.394511288817,5516.394511288817,78684000
2019-12-17,5655.609375,5655.609375,5538.14671875,5564.24953125,102914500
2019-12-18,5877.4833984375,5916.637617968171,5603.403861722798,5655.609487763693,181804000
2019-12-19,5742.61865234375,5847.029900568182,5733.917714991714,5829.62802586411,74171000
2019-12-20,5794.82421875,5864.431716873123,5751.319532423048,5812.226093280781,99453000
2019-12-23,5794.82421875,5855.730779607733,5786.12328148461,5812.226093280781,46558500
2019-12-26,5812.2265625,5851.380783355165,5794.824686564371,5794.824686564371,38188500
2019-12-27,5825.27783203125,5829.628300912528,5803.52548762486,5803.52548762486,29945000
2019-12-30,5816.576171875,5847.02945026178,5803.524766852094,5812.225703534031,61168000
2020-01-02,5820.927734375,5899.236179232063,5812.226796057548,5825.278203533726,49445000
2020-01-03,5916.63720703125,5916.63720703125,5851.3801790125235,5873.132521685432,47755500
2020-01-06,5860.08203125,5873.133438891982,5820.927808324053,5847.030623608018,27300000
2020-01-07,5864.431640625,5890.534452081788,5855.730703472737,5860.081172048868,45022500
2020-01-08,5812.2265625,5868.782659290794,5803.525624532186,5803.525624532186,53692500
2020-01-09,5864.431640625,5877.483046353394,5855.730703472737,5864.431640625,40363500
2020-01-10,5851.380859375,5938.39024018355,5838.329452253717,5886.18461169842,73362000
2020-01-13,5868.78271484375,5881.834121919013,5860.081776793573,5864.432245818662,67855000
2020-01-14,5977.54345703125,5990.5948619592655,5864.431280988446,5868.781749297785,93582000
2020-01-15,5947.09033203125,6142.861410993507,5916.637053081565,5977.543610980934,75623500
2020-01-16,5960.14208984375,5994.945839273495,5912.286934377851,5920.987871735288,88931500
2020-01-17,5981.89453125,5994.9459375,5916.6375,5951.44125,38249500
2020-01-20,5947.09033203125,6068.903447829988,5942.739863609866,6047.15110572307,93554500
2020-01-21,5942.7412109375,5999.297313237784,5938.390741529785,5990.596374422355,103984500
2020-01-22,5951.44140625,5999.296563756397,5947.090937385782,5964.492812842654,94311500
2020-01-23,5951.44140625,5999.296563756397,5942.740468521564,5990.595626027961,87728000
2020-01-24,5925.33837890625,5986.244940803965,5925.33837890625,5934.039316320209,69653500
2020-01-27,5951.44140625,6038.450783534357,5929.689061928911,5973.193750571089,39679000
2020-01-28,5907.93603515625,5955.791187134688,5877.482756624517,5947.090250411336,82615000
2020-01-29,5903.5859375,5955.791561118275,5890.534531595431,5916.637343404568,43821000
2020-01-30,5864.431640625,5955.791480723758,5855.730703472737,5955.791480723758,71990000
2020-01-31,5638.20751953125,5920.987989260826,5638.20751953125,5916.637520495756,163136500
2020-02-03,5603.40380859375,5729.567403663019,5542.4972454568615,5638.207558957686,149797000
2020-02-04,5742.61865234375,5760.020527047822,5673.011153527462,5716.515840287641,113316500
2020-02-05,5855.7314453125,5899.236136585252,5786.123939276095,5899.236136585252,123002500
2020-02-06,5864.431640625,5899.235389234051,5812.226017711424,5864.431640625,154693500
2020-02-07,5881.83349609375,5899.235370342548,5833.978341909556,5838.328810471755,82609000
2020-02-10,5903.5859375,5903.5859375,5768.7214098194545,5881.833594325718,66578500
2020-02-11,5899.23583984375,5903.586308752189,5868.782557484675,5903.586308752189,77526500
2020-02-12,5916.63720703125,5916.63720703125,5881.833458754596,5916.63720703125,69971500
2020-02-13,5907.93603515625,5934.038845326307,5864.431351539488,5934.038845326307,49737000
2020-02-14,5812.2265625,5912.287349129865,5807.8760935160935,5899.235942178144,147028500
2020-02-17,5847.0302734375,5873.133087158203,5812.2265218098955,5812.2265218098955,115319000
2020-02-18,5825.27783203125,5847.03017643764,5803.52548762486,5816.576894268695,98436500
2020-02-19,5825.27783203125,5881.8339274878645,5799.175018743583,5799.175018743583,74594000
2020-02-20,5738.2685546875,5825.277933833633,5712.16574094366,5820.927464876327,136724500
2020-02-21,5755.67041015625,5794.824630633503,5738.268534388581,5742.619003330498,98261000
2020-02-24,5677.361328125,5742.618354885058,5664.309922772989,5712.165075730364,84910000
2020-02-25,5681.712890625,5707.8157063552835,5664.311013471478,5699.114767778522,86446500
2020-02-26,5586.00244140625,5686.063232802156,5586.00244140625,5655.609948464272,92824500
2020-02-27,5472.8896484375,5633.856991038602,5394.581211496423,5629.506522319654,129254500
2020-02-28,5472.8896484375,5472.8896484375,5251.015743771115,5394.581211496423,169946500
2020-03-02,5290.16943359375,5472.889101530376,5251.015219035901,5472.889101530376,144871500
2020-03-03,5498.9921875,5525.0949985166135,5394.580943433544,5394.580943433544,114663500
2020-03-04,5603.40380859375,5655.609434139655,5446.786931956036,5494.642088706449,83025000
2020-03-05,5599.0537109375,5690.413561698718,5516.3947983440175,5690.413561698718,77583000
2020-03-06,5394.5810546875,5525.095112462198,5394.5810546875,5525.095112462198,77835500
2020-03-09,5033.4921875,5255.366086862576,5033.4921875,5220.562337942956,140889500
2020-03-10,5155.30517578125,5229.263140328322,5081.347211234177,5081.347211234177,133667000
2020-03-11,5090.048828125,5203.161024305556,5037.84319911859,5177.058209802351,93204500
2020-03-12,4837.72119140625,4907.328690563175,4750.711817460095,4872.524940984712,129845500
2020-03-13,4837.72119140625,4837.72119140625,4837.72119140625,4837.72119140625,0
2020-03-16,4837.72119140625,4837.72119140625,4837.72119140625,4837.72119140625,0
2020-03-17,4454.8798828125,4789.865967750549,4454.8798828125,4781.165030479431,212200000
2020-03-18,4350.46923828125,4681.104900390625,4145.997184082031,4454.8805,180053500
2020-03-19,4045.935302734375,4346.117599388861,4045.935302734375,4346.117599388861,264419000
2020-03-20,4119.89306640625,4685.453888616189,3763.1547016276727,4002.4304341011084,335132000
2020-03-23,3854.515625,4350.469102708804,3832.763279486456,4141.646585778782,217843500
2020-03-24,3915.421630859375,4346.118010253906,3871.916946072048,3871.916946072048,253971000
2020-03-26,4594.09423828125,4694.1550029407845,4045.935266668146,4045.935266668146,331633000
2020-03-27,4794.21630859375,5129.202384602569,4659.351784486304,4663.7022530058985,269683000
2020-03-30,4781.16455078125,4833.370169170126,4485.332713244285,4768.113146184031,159964500
2020-03-31,4807.26806640625,4968.235413426188,4772.464315699237,4924.730725042421,182638500
2020-04-01,4768.11328125,5003.038570654653,4720.258129704607,4837.720774406934,152831500
2020-04-02,4707.20654296875,4759.412160820529,4663.7018614256,4759.412160820529,136623500
2020-04-03,4781.16455078125,4811.617828174762,4668.0523776053515,4750.711273387739,110506000
2020-04-06,4989.9873046875,4994.337773130994,4781.1648193997935,4802.9171616172625,78184000
2020-04-07,4920.38037109375,5307.57210675011,4855.123336994363,4989.987874133096,149153500
